ID,team_position,is_captain,is_vice_captain,multiplier,manager_id,gameweek,minutes,goals_scored,assists,bonus,clean_sheets,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,total_points,player_name
321,11,False,False,1,307954,20,85,1,0,0,0,0.5,0.01,0.51,0.67,6,Cody Gakpo
310,12,False,False,1,307954,20,90,0,0,0,0,0.0,0.0,0.0,1.05,1,Alisson Becker
345,13,False,False,1,307954,20,90,0,1,0,0,0.03,0.21,0.24,1.37,5,Kevin De Bruyne
366,14,False,False,1,307954,20,90,0,1,2,0,0.06,0.29,0.35,2.82,7,Bruno Borges Fernandes
369,15,False,False,1,307954,20,90,0,0,0,0,0.04,0.17,0.21,2.82,0,Diogo Dalot Teixeira
235,1,False,False,1,318423,20,90,0,0,0,0,0.0,0.02,0.02,1.84,4,Jordan Pickford
238,2,False,False,1,318423,20,90,0,0,0,0,0.0,0.02,0.02,1.84,2,Ashley Young
335,3,False,False,1,318423,20,90,0,0,0,0,0.0,0.08,0.08,1.05,1,Andrew Robertson
70,4,False,False,1,318423,20,90,0,1,3,1,0.0,0.14,0.14,0.71,12,Milos Kerkez
23,5,False,False,1,318423,20,90,0,0,0,0,0.09,0.07,0.16,1.52,2,Leandro Trossard
317,6,False,False,1,318423,20,29,0,0,0,0,0.26,0.0,0.26,0.51,1,Diogo Teixeira da Silva
364,7,False,False,1,318423,20,90,1,0,3,0,0.15,0.23,0.38,2.82,9,Amad Diallo
494,8,False,False,1,318423,20,28,0,0,0,0,0.03,0.04,0.07,0.24,1,James Maddison
136,9,False,False,1,318423,20,28,0,0,0,0,0.0,0.12,0.12,0.17,1,Mitoma Kaoru
351,10,False,False,1,318423,20,83,2,0,3,0,0.95,0.07,1.02,1.33,13,Erling Haaland
180,11,False,False,1,318423,20,80,0,0,0,1,0.45,0.03,0.48,0.67,2,Nicolas Jackson
15,12,False,False,1,318423,20,90,0,0,0,0,0.0,0.0,0.0,1.52,3,David Raya Martín
187,13,False,False,1,318423,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Tosin Adarabioyo
6,14,False,False,1,318423,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Jurriën Timber
38,15,False,False,1,318423,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Jhon Durán
248,1,False,False,1,319681,20,90,0,0,0,0,0.0,0.0,0.0,1.59,1,Bernd Leno
36,2,False,False,1,319681,20,75,0,0,0,0,0.02,0.03,0.05,0.41,2,Lucas Digne
422,3,False,False,1,319681,20,90,0,0,0,1,0.0,0.01,0.01,1.57,6,Ola Aina
574,4,False,False,1,319681,20,90,0,0,0,1,0.1,0.0,0.1,1.57,6,Nikola Milenković
399,5,False,False,1,319681,20,90,0,0,0,0,0.0,0.1,0.1,0.95,2,Lewis Hall
580,6,False,False,1,319681,20,90,0,0,2,1,0.08,0.24,0.32,0.71,8,Dean Huijsen
99,7,False,False,1,319681,20,90,2,1,3,1,1.28,0.48,1.76,0.29,19,Bryan Mbeumo
177,8,False,False,1,319681,20,4,0,0,0,0,0.0,0.0,0.0,0.04,1,Noni Madueke
247,9,False,False,1,319681,20,62,0,0,0,0,0.08,0.31,0.39,0.56,2,Alex Iwobi
58,10,False,False,1,319681,20,90,0,0,0,0,0.45,0.07,0.52,0.41,2,Ollie Watkins
4,11,False,False,1,319681,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Kai Havertz
383,12,False,False,1,319681,20,90,0,0,0,0,0.0,0.0,0.0,2.82,2,André Onana
514,13,False,False,1,319681,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Jarrod Bowen
17,14,False,False,1,319681,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Bukayo Saka
541,15,False,False,1,319681,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Matheus Santos Carneiro da Cunha
47,1,False,False,1,295362,21,90,0,0,0,1,0.0,0.0,0.0,1.14,6,Emiliano Martínez Romero
350,2,False,False,1,295362,21,90,0,0,0,0,0.2,0.06,0.26,2.58,1,Joško Gvardiol
211,3,False,False,1,295362,21,90,0,0,0,1,0.0,0.06,0.06,1.7,6,Daniel Muñoz Mejía
594,4,False,False,1,295362,21,82,0,0,0,0,0.0,0.06,0.06,1.48,2,Noussair Mazraoui
503,5,False,False,1,295362,21,77,1,0,1,0,0.1,0.02,0.12,1.15,8,Son Heung-min
403,6,False,False,1,295362,21,82,0,0,0,1,0.27,0.43,0.7,0.87,3,Joelinton Cássio Apolinário de Lira
182,7,False,False,1,295362,21,90,1,0,3,0,0.69,0.5,1.19,1.18,10,Cole Palmer
54,8,False,False,1,295362,21,90,0,1,0,1,0.07,0.06,0.13,1.14,6,Morgan Rogers
401,9,False,False,1,295362,21,77,2,1,3,1,0.77,0.2,0.97,0.81,16,Alexander Isak
252,10,False,False,1,295362,21,90,0,0,0,0,0.55,0.05,0.6,0.95,1,Raúl Jiménez Rodríguez
129,11,False,False,1,295362,21,77,0,0,0,1,0.18,0.07,0.25,0.29,1,João Pedro Junqueira de Jesus
185,12,False,False,1,295362,21,90,0,0,0,0,0.0,0.0,0.0,1.18,1,Robert Lynch Sánchez
415,13,False,False,1,295362,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Fabian Schär
9,14,False,False,1,295362,21,29,0,0,0,0,0.04,0.05,0.09,0.36,1,Gabriel Martinelli Silva
162,15,False,False,1,295362,21,90,0,0,0,0,0.05,0.0,0.05,1.18,1,Levi Samuels Colwill
396,1,False,False,1,302714,21,90,0,0,2,1,0.0,0.0,0.0,1.62,10,Martin Dúbravka
3,2,False,False,1,302714,21,90,0,0,0,0,0.03,0.01,0.04,0.78,1,Gabriel dos Santos Magalhães
395,3,False,False,1,302714,21,90,0,0,0,1,0.14,0.01,0.15,1.62,6,Dan Burn
255,4,False,False,1,302714,21,90,0,2,0,0,0.04,0.15,0.19,0.95,7,Antonee Robinson
432,5,False,False,1,302714,21,90,0,1,2,0,0.05,0.14,0.19,1.99,7,Anthony Elanga
433,6,False,False,1,302714,21,89,0,0,0,0,0.0,0.02,0.02,1.97,1,Morgan Gibbs-White
398,7,False,False,1,302714,21,77,1,0,1,1,0.68,0.11,0.79,0.81,9,Anthony Gordon
328,8,False,False,1,302714,21,90,0,0,0,0,0.47,0.34,0.81,0.31,2,Mohamed Salah
207,9,False,False,1,302714,21,78,1,0,2,1,1.1,0.02,1.12,1.45,8,Jean-Philippe Mateta
110,10,False,False,1,302714,21,90,1,0,0,0,1.63,0.01,1.64,2.2,6,Yoane Wissa
82,11,False,False,1,302714,21,90,0,0,0,0,0.25,0.0,0.25,1.45,0,Dominic Solanke-Mitchell
358,12,False,False,1,302714,21,90,0,0,0,0,0.0,0.0,0.0,2.58,2,Stefan Ortega Moreno
18,13,False,False,1,302714,21,90,0,0,0,0,0.0,0.02,0.02,0.78,2,William Saliba
491,14,False,False,1,302714,21,45,0,0,0,0,0.05,0.01,0.06,1.15,1,Brennan Johnson
339,15,False,False,1,302714,21,90,0,0,0,0,0.0,0.03,0.03,0.31,2,Virgil van Dijk
310,1,False,False,1,307954,21,90,0,0,0,0,0.0,0.0,0.0,0.31,2,Alisson Becker
409,2,False,False,1,307954,21,84,0,0,0,1,0.0,0.02,0.02,1.24,6,Tino Livramento
311,3,False,False,1,307954,21,90,0,0,0,0,0.06,0.29,0.35,0.31,2,Trent Alexander-Arnold
326,4,False,False,1,307954,21,65,0,0,0,0,0.0,0.01,0.01,0.31,2,Ibrahima Konaté
571,5,False,False,1,307954,21,90,0,1,0,0,0.44,0.1,0.54,2.58,5,Sávio Moreira de Oliveira
366,6,False,False,1,307954,21,90,0,0,2,0,0.48,0.12,0.6,1.52,4,Bruno Borges Fernandes
13,7,False,False,1,307954,21,90,0,1,3,0,0.38,0.57,0.95,0.78,8,Martin Ødegaard
327,8,False,False,1,307954,21,74,0,0,0,0,0.02,0.05,0.07,0.31,1,Luis Díaz Marulanda
345,9,False,False,1,307954,21,90,0,1,2,0,0.16,0.42,0.58,2.58,7,Kevin De Bruyne
268,10,False,False,1,307954,21,83,0,0,0,0,0.02,0.0,0.02,0.97,1,Liam Delap
321,11,False,False,1,307954,21,90,0,0,0,0,0.11,0.52,0.63,0.31,2,Cody Gakpo
443,12,False,False,1,307954,21,90,0,0,0,0,0.0,0.02,0.02,1.99,3,Matz Sels
578,13,False,False,1,307954,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Riccardo Calafiori
447,14,False,False,1,307954,21,89,1,0,3,0,0.16,0.0,0.16,1.97,9,Chris Wood
437,15,False,False,1,307954,21,89,0,0,0,0,0.0,0.0,0.0,1.97,2,Neco Williams
235,1,False,False,1,318423,21,90,0,0,0,0,0.0,0.01,0.01,1.21,1,Jordan Pickford
187,2,False,False,1,318423,21,19,0,0,0,0,0.01,0.0,0.01,0.17,1,Tosin Adarabioyo
238,3,False,False,1,318423,21,82,0,0,0,0,0.0,0.05,0.05,1.21,2,Ashley Young
6,4,False,False,1,318423,21,90,0,0,0,0,0.0,0.04,0.04,0.78,2,Jurriën Timber
335,5,False,False,1,318423,21,64,0,0,0,0,0.0,0.1,0.1,0.31,2,Andrew Robertson
317,6,False,False,1,318423,21,24,1,0,1,0,0.91,0.03,0.94,0.0,7,Diogo Teixeira da Silva
364,7,False,False,1,318423,21,90,3,0,3,0,1.43,0.38,1.81,1.52,20,Amad Diallo
23,8,False,False,1,318423,21,76,1,0,2,0,0.27,0.03,0.3,0.57,9,Leandro Trossard
494,9,False,False,1,318423,21,45,0,0,0,0,0.08,0.01,0.09,1.15,1,James Maddison
136,10,False,False,1,318423,21,90,1,0,2,1,0.18,0.05,0.23,0.29,10,Mitoma Kaoru
180,11,False,False,1,318423,21,90,0,1,0,0,1.11,0.31,1.42,1.18,4,Nicolas Jackson
15,12,False,False,1,318423,21,90,0,0,0,0,0.0,0.0,0.0,0.78,2,David Raya Martín
351,13,False,False,1,318423,21,90,0,0,0,0,0.4,0.05,0.45,2.58,2,Erling Haaland
70,14,False,False,1,318423,21,90,0,0,0,0,0.0,0.01,0.01,2.5,1,Milos Kerkez
38,15,False,False,1,318423,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Jhon Durán
383,1,False,False,1,319681,21,90,0,0,0,0,0.0,0.0,0.0,1.52,3,André Onana
380,2,False,False,1,319681,21,90,0,0,0,0,0.0,0.02,0.02,1.52,1,Lisandro Martínez
36,3,False,False,1,319681,21,90,0,0,0,1,0.07,0.01,0.08,1.14,6,Lucas Digne
399,4,False,False,1,319681,21,90,0,0,0,1,0.05,0.08,0.13,1.62,6,Lewis Hall
580,5,False,False,1,319681,21,90,0,0,0,0,0.0,0.08,0.08,2.5,0,Dean Huijsen
422,6,False,False,1,319681,21,90,0,0,0,0,0.0,0.02,0.02,1.99,2,Ola Aina
247,7,False,False,1,319681,21,84,2,0,3,0,0.05,0.78,0.83,0.87,15,Alex Iwobi
199,8,False,False,1,319681,21,78,0,1,0,1,0.09,0.12,0.21,1.45,6,Eberechi Eze
99,9,False,False,1,319681,21,90,0,0,0,0,0.31,0.36,0.67,2.2,2,Bryan Mbeumo
58,10,False,False,1,319681,21,90,1,0,2,1,0.46,0.05,0.51,1.14,8,Ollie Watkins
541,11,False,False,1,319681,21,45,0,0,0,0,0.3,0.07,0.37,1.45,1,Matheus Santos Carneiro da Cunha
248,12,False,False,1,319681,21,90,0,0,0,0,0.0,0.0,0.0,0.95,1,Bernd Leno
617,13,False,False,1,319681,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Francisco Evanilson de Lima Barbosa
17,14,False,False,1,319681,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Bukayo Saka
514,15,False,False,1,319681,21,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Jarrod Bowen
185,1,False,False,1,295362,22,90,0,0,0,0,0.0,0.0,0.0,0.86,2,Robert Lynch Sánchez
350,2,False,False,1,295362,22,90,0,0,0,1,0.0,0.06,0.06,0.58,6,Joško Gvardiol
415,3,False,False,1,295362,22,45,0,0,0,0,0.04,0.0,0.04,1.09,0,Fabian Schär
594,4,False,False,1,295362,22,83,0,0,0,0,0.0,0.06,0.06,1.93,1,Noussair Mazraoui
54,5,False,False,1,295362,22,90,0,0,0,0,0.0,0.03,0.03,1.33,1,Morgan Rogers
503,6,False,False,1,295362,22,90,0,0,0,0,0.33,0.18,0.51,1.95,2,Son Heung-min
182,7,False,False,1,295362,22,83,0,0,0,0,0.19,0.22,0.41,0.83,2,Cole Palmer
348,8,False,False,1,295362,22,62,2,1,3,1,0.79,0.06,0.85,0.57,19,Phil Foden
129,9,False,False,1,295362,22,90,0,0,0,0,0.0,0.01,0.01,1.48,2,João Pedro Junqueira de Jesus
401,10,False,False,1,295362,22,90,0,0,0,0,0.06,0.07,0.13,2.26,2,Alexander Isak
252,11,False,False,1,295362,22,70,0,0,0,1,0.07,0.12,0.19,0.42,2,Raúl Jiménez Rodríguez
47,12,False,False,1,295362,22,90,0,0,0,0,0.0,0.0,0.0,1.33,2,Emiliano Martínez Romero
9,13,False,False,1,295362,22,81,1,0,0,0,0.47,0.14,0.61,0.96,7,Gabriel Martinelli Silva
211,14,False,False,1,295362,22,90,0,0,0,1,0.0,0.12,0.12,0.28,6,Daniel Muñoz Mejía
162,15,False,False,1,295362,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Levi Samuels Colwill
396,1,False,False,1,302714,22,90,0,0,0,0,0.0,0.0,0.0,2.26,2,Martin Dúbravka
339,2,False,False,1,302714,22,90,0,0,0,1,0.16,0.14,0.3,0.72,6,Virgil van Dijk
574,3,False,False,1,302714,22,90,0,0,0,0,0.0,0.02,0.02,0.89,1,Nikola Milenković
255,4,False,False,1,302714,22,90,0,0,2,1,0.1,0.09,0.19,0.47,8,Antonee Robinson
3,5,False,False,1,302714,22,90,0,0,0,0,0.0,0.07,0.07,1.04,1,Gabriel dos Santos Magalhães
328,6,False,False,1,302714,22,90,0,0,0,1,0.18,0.43,0.61,0.72,3,Mohamed Salah
432,7,False,False,1,302714,22,73,0,0,0,0,0.18,0.17,0.35,0.49,2,Anthony Elanga
433,8,False,False,1,302714,22,82,0,1,0,0,0.62,0.08,0.7,0.49,5,Morgan Gibbs-White
398,9,False,False,1,302714,22,90,0,0,0,0,0.31,0.17,0.48,2.26,2,Anthony Gordon
110,10,False,False,1,302714,22,90,0,0,0,0,0.3,0.17,0.47,3.43,2,Yoane Wissa
207,11,False,False,1,302714,22,89,2,0,3,1,0.93,0.31,1.24,0.28,13,Jean-Philippe Mateta
358,12,False,False,1,302714,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Stefan Ortega Moreno
491,13,False,False,1,302714,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Brennan Johnson
18,14,False,False,1,302714,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0,William Saliba
82,15,False,False,1,302714,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Dominic Solanke-Mitchell
443,1,False,False,1,307954,22,90,0,0,0,0,0.0,0.0,0.0,0.89,1,Matz Sels
311,2,False,False,1,307954,22,90,0,1,2,1,0.1,0.71,0.81,0.72,11,Trent Alexander-Arnold
436,3,False,False,1,307954,22,90,0,0,0,0,0.0,0.01,0.01,0.89,1,Murillo Costa dos Santos
437,4,False,False,1,307954,22,90,0,0,0,0,0.01,0.04,0.05,0.89,1,Neco Williams
326,5,False,False,1,307954,22,90,0,0,0,1,0.15,0.43,0.58,0.72,6,Ibrahima Konaté
345,6,False,False,1,307954,22,62,0,3,0,1,0.16,0.3,0.46,0.57,12,Kevin De Bruyne
327,7,False,False,1,307954,22,64,0,0,0,1,0.84,0.19,1.03,0.44,3,Luis Díaz Marulanda
366,8,False,False,1,307954,22,90,1,0,1,0,0.88,0.23,1.11,1.93,8,Bruno Borges Fernandes
13,9,False,False,1,307954,22,90,0,0,0,0,0.04,0.15,0.19,1.04,2,Martin Ødegaard
321,10,False,False,1,307954,22,86,0,0,0,1,0.47,0.22,0.69,0.72,2,Cody Gakpo
447,11,False,False,1,307954,22,82,1,1,3,0,0.73,0.02,0.75,0.49,12,Chris Wood
310,12,False,False,1,307954,22,90,0,0,1,1,0.0,0.0,0.0,0.72,9,Alisson Becker
571,13,False,False,1,307954,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Sávio Moreira de Oliveira
409,14,False,False,1,307954,22,90,0,0,0,0,0.0,0.02,0.02,2.26,0,Tino Livramento
268,15,False,False,1,307954,22,72,0,0,0,0,0.15,0.0,0.15,2.88,2,Liam Delap
235,1,False,False,1,318423,22,90,0,0,0,0,0.0,0.01,0.01,1.12,2,Jordan Pickford
238,2,False,False,1,318423,22,20,0,0,0,0,0.0,0.0,0.0,0.72,0,Ashley Young
335,3,False,False,1,318423,22,25,0,0,0,0,0.0,0.34,0.34,0.28,1,Andrew Robertson
6,4,False,False,1,318423,22,90,0,0,0,0,0.0,0.01,0.01,1.04,1,Jurriën Timber
23,5,False,False,1,318423,22,90,0,2,3,0,0.2,0.43,0.63,1.04,10,Leandro Trossard
364,6,False,False,1,318423,22,90,0,0,0,0,0.1,0.14,0.24,1.93,2,Amad Diallo
434,7,False,False,1,318423,22,37,1,0,0,0,0.09,0.04,0.13,0.23,6,Callum Hudson-Odoi
136,8,False,False,1,318423,22,90,1,1,2,0,0.8,0.28,1.08,1.48,12,Mitoma Kaoru
38,9,False,False,1,318423,22,10,0,0,0,0,0.0,0.01,0.01,0.41,1,Jhon Durán
351,10,False,False,1,318423,22,62,1,0,0,1,1.3,0.03,1.33,0.57,6,Erling Haaland
180,11,False,False,1,318423,22,90,0,0,0,0,0.19,0.0,0.19,0.86,2,Nicolas Jackson
15,12,False,False,1,318423,22,90,0,0,0,0,0.0,0.0,0.0,1.04,1,David Raya Martín
317,13,False,False,1,318423,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Diogo Teixeira da Silva
70,14,False,False,1,318423,22,90,1,0,0,0,0.05,0.09,0.14,0.79,7,Milos Kerkez
187,15,False,False,1,318423,22,90,1,0,0,0,0.24,0.02,0.26,0.86,7,Tosin Adarabioyo
248,1,False,False,1,319681,22,90,0,0,0,1,0.0,0.0,0.0,0.47,7,Bernd Leno
36,2,False,False,1,319681,22,45,0,1,0,0,0.0,0.0,0.0,0.69,4,Lucas Digne
399,3,False,False,1,319681,22,65,0,1,0,0,0.0,0.1,0.1,1.66,4,Lewis Hall
422,4,False,False,1,319681,22,90,0,1,0,0,0.0,0.1,0.1,0.89,4,Ola Aina
388,5,False,False,1,319681,22,90,0,0,0,0,0.04,0.02,0.06,1.32,1,Aaron Wan-Bissaka
247,6,False,False,1,319681,22,45,0,0,0,0,0.1,0.07,0.17,0.26,1,Alex Iwobi
199,7,False,False,1,319681,22,77,0,1,0,1,0.05,0.44,0.49,0.18,6,Eberechi Eze
99,8,False,False,1,319681,22,90,0,0,0,0,0.24,0.12,0.36,3.43,2,Bryan Mbeumo
58,9,False,False,1,319681,22,79,1,0,2,0,0.62,0.0,0.62,0.92,8,Ollie Watkins
4,10,False,False,1,319681,22,90,1,0,1,0,0.2,0.03,0.23,1.04,7,Kai Havertz
541,11,False,False,1,319681,22,90,0,0,0,0,0.35,0.15,0.5,3.15,2,Matheus Santos Carneiro da Cunha
383,12,False,False,1,319681,22,90,0,0,0,0,0.0,0.0,0.0,1.93,1,André Onana
380,13,False,False,1,319681,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Lisandro Martínez
17,14,False,False,1,319681,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Bukayo Saka
514,15,False,False,1,319681,22,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Jarrod Bowen
47,1,False,False,1,295362,23,90,0,0,0,0,0.0,0.0,0.0,1.31,2,Emiliano Martínez Romero
44,2,False,False,1,295362,23,90,0,0,0,0,0.0,0.0,0.0,1.31,2,Ezri Konsa Ngoyo
415,3,False,False,1,295362,23,90,0,0,0,0,0.07,0.01,0.08,0.76,2,Fabian Schär
211,4,False,False,1,295362,23,90,0,1,0,0,0.02,0.64,0.66,1.53,4,Daniel Muñoz Mejía
54,5,False,False,1,295362,23,71,0,0,0,0,0.0,0.05,0.05,1.04,1,Morgan Rogers
503,6,False,False,1,295362,23,90,0,0,0,0,0.05,0.03,0.08,1.56,2,Son Heung-min
182,7,False,False,1,295362,23,90,0,0,0,0,0.07,0.14,0.21,2.5,2,Cole Palmer
348,8,False,False,1,295362,23,90,1,0,0,0,0.46,0.02,0.48,1.8,7,Phil Foden
9,9,False,False,1,295362,23,86,0,0,0,1,0.0,0.02,0.02,0.74,3,Gabriel Martinelli Silva
129,10,False,False,1,295362,23,90,0,0,0,0,0.2,0.06,0.26,0.85,1,João Pedro Junqueira de Jesus
401,11,False,False,1,295362,23,78,2,0,3,0,1.5,0.25,1.75,0.66,13,Alexander Isak
185,12,False,False,1,295362,23,90,0,0,0,0,0.0,0.0,0.0,2.5,2,Robert Lynch Sánchez
350,13,False,False,1,295362,23,90,1,0,0,0,1.1,0.01,1.11,1.8,8,Joško Gvardiol
220,14,False,False,1,295362,23,12,0,0,0,0,0.0,0.0,0.0,0.08,1,Dominic Calvert-Lewin
594,15,False,False,1,295362,23,80,0,0,0,1,0.0,0.01,0.01,0.3,6,Noussair Mazraoui
396,1,False,False,1,302714,23,90,0,0,0,0,0.0,0.0,0.0,0.76,3,Martin Dúbravka
339,2,False,False,1,302714,23,90,0,0,0,0,0.07,0.1,0.17,0.48,2,Virgil van Dijk
495,3,False,False,1,302714,23,90,0,1,2,0,0.17,0.52,0.69,1.56,6,Pedro Porro Sauceda
3,4,False,False,1,302714,23,90,0,0,1,1,0.06,0.01,0.07,0.74,7,Gabriel dos Santos Magalhães
432,5,False,False,1,302714,23,90,0,0,0,0,0.17,0.2,0.37,1.69,2,Anthony Elanga
433,6,False,False,1,302714,23,78,0,0,0,0,0.32,0.17,0.49,0.94,2,Morgan Gibbs-White
398,7,False,False,1,302714,23,87,0,1,0,0,0.1,0.17,0.27,0.72,5,Anthony Gordon
328,8,False,False,1,302714,23,90,1,0,1,0,0.23,0.12,0.35,0.48,8,Mohamed Salah
78,9,False,False,1,302714,23,90,1,0,1,1,0.23,0.19,0.42,0.98,9,Antoine Semenyo
110,10,False,False,1,302714,23,90,0,0,0,0,0.16,0.36,0.52,1.08,2,Yoane Wissa
207,11,False,False,1,302714,23,90,0,0,0,0,0.03,0.0,0.03,1.53,2,Jean-Philippe Mateta
146,12,False,False,1,302714,23,90,0,0,0,0,0.0,0.01,0.01,0.85,1,Bart Verbruggen
255,13,False,False,1,302714,23,90,0,0,0,0,0.0,0.15,0.15,0.25,2,Antonee Robinson
574,14,False,False,1,302714,23,90,0,0,0,0,0.24,0.01,0.25,1.69,0,Nikola Milenković
82,15,False,False,1,302714,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Dominic Solanke-Mitchell
310,1,False,False,1,307954,23,90,0,0,0,0,0.0,0.0,0.0,0.48,2,Alisson Becker
311,2,False,False,1,307954,23,90,0,1,0,0,0.13,0.49,0.62,0.48,5,Trent Alexander-Arnold
409,3,False,False,1,307954,23,90,0,0,0,0,0.02,0.02,0.04,0.76,2,Tino Livramento
326,4,False,False,1,307954,23,90,0,1,0,0,0.0,0.1,0.1,0.48,5,Ibrahima Konaté
436,5,False,False,1,307954,23,90,0,0,0,0,0.01,0.01,0.02,1.69,0,Murillo Costa dos Santos
345,6,False,False,1,307954,23,16,0,0,0,0,0.0,0.01,0.01,0.05,1,Kevin De Bruyne
327,7,False,False,1,307954,23,85,0,0,0,1,0.0,0.03,0.03,0.23,3,Luis Díaz Marulanda
366,8,False,False,1,307954,23,90,0,0,0,1,0.06,0.23,0.29,0.67,3,Bruno Borges Fernandes
268,9,False,False,1,307954,23,78,0,0,0,0,0.0,0.0,0.0,1.94,1,Liam Delap
321,10,False,False,1,307954,23,67,2,1,3,1,1.09,0.06,1.15,0.03,16,Cody Gakpo
447,11,False,False,1,307954,23,90,0,0,0,0,0.0,0.01,0.01,1.69,2,Chris Wood
443,12,False,False,1,307954,23,90,0,0,0,0,0.0,0.0,0.0,1.69,1,Matz Sels
571,13,False,False,1,307954,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Sávio Moreira de Oliveira
122,14,False,False,1,307954,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Pervis Estupiñán Tenorio
13,15,False,False,1,307954,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Martin Ødegaard
235,1,False,False,1,318423,23,90,0,0,0,1,0.0,0.0,0.0,0.73,5,Jordan Pickford
238,2,False,False,1,318423,23,12,0,0,0,0,0.0,0.0,0.0,0.06,1,Ashley Young
335,3,False,False,1,318423,23,90,0,0,0,0,0.0,0.09,0.09,0.48,2,Andrew Robertson
6,4,False,False,1,318423,23,90,0,0,0,1,0.0,0.02,0.02,0.74,5,Jurriën Timber
23,5,False,False,1,318423,23,90,0,0,0,1,0.0,0.23,0.23,0.74,3,Leandro Trossard
71,6,False,False,1,318423,23,87,1,1,2,1,0.18,0.43,0.61,0.92,13,Justin Kluivert
364,7,False,False,1,318423,23,90,0,0,0,1,0.0,0.01,0.01,0.67,3,Amad Diallo
136,8,False,False,1,318423,23,90,0,0,0,0,0.07,0.07,0.14,0.85,2,Mitoma Kaoru
38,9,False,False,1,318423,23,24,0,0,0,0,0.09,0.01,0.1,0.46,1,Jhon Durán
351,10,False,False,1,318423,23,90,1,1,3,0,0.33,0.03,0.36,1.8,12,Erling Haaland
180,11,False,False,1,318423,23,60,0,1,0,0,0.38,0.57,0.95,2.07,5,Nicolas Jackson
15,12,False,False,1,318423,23,90,0,0,2,1,0.0,0.0,0.0,0.74,9,David Raya Martín
434,13,False,False,1,318423,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Callum Hudson-Odoi
70,14,False,False,1,318423,23,90,0,0,0,1,0.0,0.01,0.01,0.98,6,Milos Kerkez
187,15,False,False,1,318423,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Tosin Adarabioyo
248,1,False,False,1,319681,23,90,0,0,0,0,0.0,0.0,0.0,0.25,2,Bernd Leno
380,2,False,False,1,319681,23,90,1,0,3,1,0.02,0.02,0.04,0.67,15,Lisandro Martínez
395,3,False,False,1,319681,23,90,0,0,0,0,0.13,0.0,0.13,0.76,2,Dan Burn
399,4,False,False,1,319681,23,90,0,0,0,0,0.05,0.04,0.09,0.76,2,Lewis Hall
422,5,False,False,1,319681,23,78,0,0,0,0,0.0,0.02,0.02,0.94,1,Ola Aina
99,6,False,False,1,319681,23,90,1,0,0,0,1.13,0.03,1.16,1.08,7,Bryan Mbeumo
394,7,False,False,1,319681,23,78,0,0,0,0,0.0,0.73,0.73,0.66,2,Bruno Guimarães Rodriguez Moura
247,8,False,False,1,319681,23,90,0,0,0,0,0.09,0.04,0.13,0.25,2,Alex Iwobi
4,9,False,False,1,319681,23,90,0,0,0,1,0.53,0.0,0.53,0.74,2,Kai Havertz
58,10,False,False,1,319681,23,65,0,1,0,1,0.13,0.04,0.17,0.85,5,Ollie Watkins
541,11,False,False,1,319681,23,90,0,0,0,0,0.13,0.03,0.16,1.0,2,Matheus Santos Carneiro da Cunha
383,12,False,False,1,319681,23,90,0,0,0,1,0.0,0.0,0.0,0.67,6,André Onana
36,13,False,False,1,319681,23,90,0,0,0,0,0.09,0.07,0.16,1.31,2,Lucas Digne
17,14,False,False,1,319681,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Bukayo Saka
514,15,False,False,1,319681,23,0,0,0,0,0,0.0,0.0,0.0,0.0,0,Jarrod Bowen
47,1,False,False,1,295362,24,90,0,0,0,0,0.0,0.0,0.0,1.63,2,Emiliano Martínez Romero
